name,gender,age,class,fare,group,joined,job,boat,survival
"CACIC, Miss Manda",1,21,3,8,,Southampton,Farm Labourer,,0
"CALIC, Mr Petar",0,17,3,8,,Southampton,Farm Labourer,,0
"CALIC, Mr Jovo",0,17,3,8,,Southampton,,,0
"CANAVAN, Miss Mary",1,22,3,7,,Queenstown,,,0
"CANAVAN, Mr Patrick",0,21,3,7,,Queenstown,General Labourer,,0
"CANN, Mr Ernest Charles",0,21,3,8,,Southampton,Miner,,0
"CARAM, Mr Joseph",0,28,3,14,,Cherbourg,Merchant,,0
"CARAM, Mrs Maria Elias",1,18,3,14,,Cherbourg,Housekeeper,,0
"CARLSSON, Mr Carl Robert",0,24,3,7,,Southampton,General Labourer,,0
"CARLSSON, Mr August Sigfrid",0,28,3,7,,Southampton,Farmer,,0
"CARR, Miss Jane",1,45,3,7,,Queenstown,,,0
"CARVER, Mr Alfred John",0,28,3,7,,Southampton,Seaman,,0
"CELOTTI, Mr Francesco",0,24,3,8,,Southampton,Stoker,,0
"CHARTERS, Mr David",0,20,3,7,,Queenstown,General Labourer,,0
"CHEHAB/SHIHAB, Mr Emir Farres",0,29,3,7,,Cherbourg,General Labourer,,0
"CHIP, Mr Chang",0,32,3,56,,Southampton,Seaman,C,1
"CHRISTMANN, Mr Emil",0,29,3,8,,Southampton,Clerk,,0
"CHRONOPOULOS, Mr Apostolos M.",0,26,3,14,,Cherbourg,General Labourer,,0
"CHRONOPOULOS, Mr Dimitrios M.",0,21,3,14,,Cherbourg,General Labourer,,0
"COELHO, Mr Domingos Fernandeo",0,20,3,7,,Southampton,General Labourer,,0
"COHEN, Mr Gurshon ""Gus""",0,18,3,8,,Southampton,Printer / Compositor,12,1
"COLBERT, Mr Patrick",0,24,3,7,,Queenstown,General Labourer,,0
"COLEFF, Mr Satio",0,24,3,7,,Southampton,General Labourer,,0
"COLTCHEFF, Mr Peju",0,36,3,7,,Southampton,General Labourer,,0
"CONLON, Mr Thomas Henry",0,31,3,7,,Queenstown,General Labourer,,0
"CONNAGHTON, Mr Michael",0,31,3,7,,Queenstown,Farm Labourer,,0
"CONNOLLY, Miss Kate",1,23,3,7,,Queenstown,,13,1
"CONNOLLY, Miss Kate",1,35,3,7,,Queenstown,,,0
"CONNORS, Mr Patrick",0,66,3,7,,Queenstown,Farm Labourer,,0
"COOK, Mr Jacob",0,43,3,8,,Southampton,Wood Carver,,0
"COR, Mr Bartol",0,35,3,7,,Southampton,General Labourer,,0
"COR, Mr Ivan",0,27,3,7,,Southampton,General Labourer,,0
"COR, Mr Liudevit",0,19,3,7,,Southampton,General Labourer,,0
"CORN, Mr Harry",0,30,3,8,,Southampton,Upholsterer,,0
"CORR, Miss Helen",1,16,3,7,,Queenstown,,16,1
"COUTTS, Mrs Winnie ""Minnie""",1,36,3,15,,Southampton,,2,1
"COUTTS, Master William Loch ""Willie""",0,9,3,15,,Southampton,,2,1
"COUTTS, Master Neville Leslie",0,3,3,15,,Southampton,,2,1
"COXON, Mr Daniel",0,59,3,7,,Southampton,Dealer,,0
"CREASE, Mr Ernest James",0,19,3,8,,Southampton,Tinsmith,,0
"CRIBB, Mr John Hatfield",0,44,3,16,,Southampton,Butler,,0
"CRIBB, Miss Laura Mae",1,16,3,16,,Southampton,Shop Assistant,12,1
"CULUMOVIC, Mr Jeso",0,17,3,8,,Southampton,,,0
"DAHER, Mr Tannous",0,28,3,7,,Cherbourg,,,0
"DAHL, Mr Charles Edward",0,45,3,8,,Southampton,Carpenter / Joiner,15,1
"DAHLBERG, Miss Gerda Ulrika",1,22,3,10,,Southampton,,,0
"DAKIC, Mr Branko",0,19,3,10,,Southampton,General Labourer,,0
"DALY, Miss Margaret Marcella ""Maggie""",1,30,3,6,,Queenstown,Housekeeper,15,1
"DALY, Mr Eugene Patrick",0,29,3,7,,Queenstown,Farm Labourer,B,1
"DANBOM, Mr Ernst Gilbert",0,34,3,14,,Southampton,General Labourer,,0
"DANBOM, Mrs Anna Sigrid Maria",1,28,3,14,,Southampton,,,0
"DANBOM, Master Gilbert Sigvard Emanuel",0,1,3,14,,Southampton,,,0
"DANOFF, Mr Yoto",0,27,3,7,,Southampton,General Labourer,,0
"DANTCHEFF, Mr Ristiu",0,25,3,7,,Southampton,General Labourer,,0
"DAVIES, Mr Evan",0,22,3,8,,Southampton,Miner,,0
"DAVIES, Mr Alfred J.",0,24,3,24,,Southampton,Caster,,0
"DAVIES, Mr John Samuel",0,21,3,24,,Southampton,Ironworker,,0
"DAVIES, Mr Joseph",0,17,3,8,,Southampton,Ironworker,,0
"DAVISON, Mr Thomas Henry",0,32,3,16,,Southampton,Blacksmith,,0
"DAVISON, Mrs Mary E.",1,34,3,16,,Southampton,,16,1
"DE MESSEMAEKER, Mr Guillaume Joseph",0,36,3,17,,Southampton,,15,1
"DE MESSEMAEKER, Mrs Anna",1,36,3,17,,Southampton,,13,1
"DE MULDER, Mr Theodoor",0,30,3,9,,Southampton,,11,1
"DE PELSMAEKER, Mr Alfons",0,16,3,9,,Southampton,Farm Labourer,,0
"DEAN, Mr Bertram Frank",0,25,3,20,,Southampton,Farmer,,0
"DEAN, Mrs Eva Georgetta",1,32,3,20,,Southampton,,10,1
"DEAN, Master Bertram Vere",0,1,3,20,,Southampton,,10,1
"DEAN, Miss Elizabeth Gladys 'Millvina'",1,1,3,20,,Southampton,,10,1
"DELALIC, Mr Redjo",0,25,3,7,,Southampton,General Labourer,,0
"DENKOFF, Mr Mitto",0,30,3,7,,Southampton,General Labourer,,0
"DENNIS, Mr Samuel",0,22,3,7,,Southampton,Farmer,,0
"DENNIS, Mr William",0,26,3,7,,Southampton,Farmer,,0
"DEVANEY, Miss Margaret Delia",1,19,3,7,,Queenstown,,C,1
"DIKA, Mr Mirko",0,17,3,7,,Southampton,,,0
"DIMIC, Mr Jovan",0,42,3,8,,Southampton,,,0
"DINTCHEFF, Mr Valtcho",0,43,3,7,,Southampton,,,0
"DONOHOE, Miss Bridget",1,21,3,7,,Queenstown,,,0
"DOOLEY, Mr Patrick",0,38,3,7,,Queenstown,General Labourer,,0
"DORKING, Mr Edward Arthur",0,18,3,8,,Southampton,Groom,B,1
"DOUGHERTY, Mr William John",0,22,3,8,,Queenstown,,,0
"DOWDELL, Miss Elizabeth",1,31,3,12,,Southampton,Housekeeper,13,1
"DOYLE, Miss Elizabeth",1,24,3,7,,Queenstown,,,0
"DRAZENOVIC, Mr Jozef",0,33,3,7,,Cherbourg,General Labourer,,0
"DROPKIN, Miss Jennie",1,24,3,8,,Southampton,Box Maker,,0
"DUQUEMIN, Mr Joseph Pierre",0,19,3,7,,Southampton,Mason,D,1
"DWAN, Mr Frank",0,65,3,7,,Queenstown,Farm Labourer,,0
"DYKER, Mr Adolf Fredrik",0,23,3,13,,Southampton,General Labourer,,0
"DYKER, Mrs Anna Elisabeth Judith",1,22,3,13,,Southampton,,16,1
"EDVARDSSON, Mr Gustaf Hjalmar",0,18,3,7,,Southampton,General Labourer,,0
"EKLUND, Mr Hans Linus",0,16,3,7,,Southampton,General Labourer,,0
"EKSTR?M, Mr Johan",0,45,3,6,,Southampton,General Labourer,,0
"ELIAS, Mr Dibo",0,29,3,7,,Cherbourg,General Labourer,,0
"ELIAS, Mr Joseph jr.",0,15,3,7,,Cherbourg,General Labourer,,0
"ELIAS NASRALLAH, Mr Tannous",0,22,3,7,,Cherbourg,General Labourer,,0
"ELSBURY, Mr William James",0,47,3,7,,Southampton,Farmer,,0
"EMANUEL, Miss Virginia Ethel",1,5,3,12,,Southampton,,13,1
"ESTANISLAU, Mr Manuel Gon?alves",0,37,3,7,,Southampton,General Labourer,,0
"EVERETT, Mr Thomas James",0,39,3,15,,Southampton,Crane Operator,,0
"FARRELL, Mr James ""Jim""",0,25,3,7,,Queenstown,Farm Labourer,,0
"FINOLI, Mr Luigi",0,34,3,7,,Southampton,,15,1
"FISCHER, Mr Eberhard Thelander",0,18,3,7,,Southampton,,,0
"FLEMING, Miss Honora",1,22,3,7,,Queenstown,,,0
"FLYNN, Mr James",0,28,3,7,,Queenstown,General Labourer,,0
"FLYNN, Mr John",0,42,3,6,,Queenstown,Farm Labourer,,0
"FOLEY, Mr Joseph",0,19,3,7,,Queenstown,Farm Labourer,,0
"FOLEY, Mr William",0,20,3,7,,Queenstown,Farm Labourer,,0
"FOO, Mr Choong",0,32,3,56,,Southampton,Seaman,13,1
"FORD, Mr Arthur",0,22,3,8,,Southampton,Carpenter / Joiner,,0
"FORD, Mrs Margaret Ann Watson",1,48,3,34,,Southampton,Farmer,,0
"FORD, Miss Dollina Margaret",1,20,3,34,,Southampton,Servant,,0
"FORD, Mr Edward Watson",0,18,3,34,,Southampton,Blacksmith,,0
"FORD, Mr William Neal Thomas",0,16,3,34,,Southampton,Messenger,,0
"FORD, Miss Robina Maggie",1,7,3,34,,Southampton,,,0
"FOX, Mr Patrick",0,28,3,7,,Queenstown,General Labourer,,0
"FRANKLIN, Mr Charles (""Charles Fardon"")",0,38,3,7,,Southampton,Carpenter / Joiner,,0
"GALLAGHER, Mr Martin",0,29,3,7,,Queenstown,Farm Labourer,,0
"GARFIRTH, Mr John",0,21,3,14,,Southampton,Shoemaker,,0
"GEORGE/JOSEPH, Mrs Shawneene",1,38,3,7,,Cherbourg,,C,1
"GERIOS THAMAH, Mr Assaf",0,21,3,7,,Cherbourg,Farm Labourer,,0
"GHEORGHEFF, Mr Stanio",0,9999,3,7,,Cherbourg,General Labourer,,0
"GILINSKI, Mr Eliezer",0,22,3,8,,Southampton,Locksmith,,0
"GILNAGH, Miss Mary Katherine ""Katie""",1,17,3,7,,Queenstown,,16,1
"GLYNN, Miss Mary Agatha",1,19,3,7,,Queenstown,,13,1
"GOLDSMITH, Mr Frank John",0,33,3,20,,Southampton,Turner,,0
"GOLDSMITH, Mrs Emily Alice",1,31,3,20,,Southampton,,C,1
"GOLDSMITH, Master Frank John William",0,9,3,20,,Southampton,,C,1
"GOLDSMITH, Mr Nathan",0,41,3,7,,Southampton,Shoemaker,,0
"GOODWIN, Mr Frederick Joseph",0,42,3,46,,Southampton,Engineer,,0
"GOODWIN, Mrs Augusta",1,43,3,46,,Southampton,,,0
"GOODWIN, Miss Lillian Amy",1,16,3,46,,Southampton,Servant,,0
"GOODWIN, Mr Charles Edward",0,14,3,46,,Southampton,Scholar,,0
"GOODWIN, Master William Frederick",0,11,3,46,,Southampton,,,0
"GOODWIN, Miss Jessie Allis",1,10,3,46,,Southampton,,,0
"GOODWIN, Master Harold Victor",0,9,3,46,,Southampton,,,0
"GOODWIN, Master Sidney Leslie",0,1,3,46,,Southampton,,,0
"GREEN, Mr George Henry",0,40,3,8,,Southampton,Farrier,,0
"GR?NNESTAD, Mr Daniel Danielsen",0,32,3,8,,Southampton,General Labourer,,0
"GUEST, Mr Robert",0,23,3,8,,Southampton,General Labourer,,0
"GUSTAFSSON, Mr Karl Gideon",0,19,3,7,,Southampton,General Labourer,,0
"GUSTAFSSON, Mr Alfred Ossian",0,19,3,9,,Southampton,General Labourer,,0
"GUSTAFSSON, Mr Anders Vilhelm",0,37,3,7,,Southampton,General Labourer,,0
"GUSTAFSSON, Mr Johan Birger",0,28,3,7,,Southampton,,,0
"HAAS, Miss Aloisia",1,24,3,8,,Southampton,General Labourer,,0
"HAGLAND, Mr Ingvald Olai Olsen",0,28,3,6,,Southampton,General Labourer,,0
"HAGLAND, Mr Konrad Mathias Reiersen",0,19,3,6,,Southampton,General Labourer,,0
"HAKKARAINEN, Mr Pekka Pietari",0,28,3,15,,Southampton,General Labourer,,0
"HAKKARAINEN, Mrs Elin Matilda",1,24,3,15,,Southampton,,15,1
"HAMPE, Mr L?on J?rome",0,19,3,9,,Southampton,Painter & Decorator,,0
"HANNA, Mr Boulos",0,18,3,7,,Cherbourg,General Labourer,,0
"HANNA, Mr Mansour",0,35,3,7,,Cherbourg,,,0
"HANNAH, Mr Borak (""Hannah Assi Borah"")",0,27,3,7,,Cherbourg,,15,1
"HANSEN, Mr Claus Peter",0,41,3,14,,Southampton,Barber,,0
"HANSEN, Mrs Jennie Louise",1,45,3,14,,Southampton,,11,1
"HANSEN, Mr Henry Damsgaard",0,21,3,7,,Southampton,Manufacturer,,0
"HANSEN, Mr Henrik Juul",0,26,3,7,,Southampton,Farmer,,0
"HARGADON, Miss Catherine ""Kate""",1,17,3,7,,Queenstown,,,0
"HARKNETT, Miss Alice Phoebe",1,21,3,7,,Southampton,Servant,,0
"HART, Mr Henry",0,28,3,6,,Queenstown,General Labourer,,0
"HASSAN ABILMONA, Mr Houssein Mohamed",0,11,3,18,,Cherbourg,,,0
"HEALY, Miss Hanora ""Nora""",1,29,3,7,,Queenstown,,16,1
"HEDMAN, Mr Oskar Arvid",0,27,3,6,,Southampton,Settler Recruiter,15,1
"HEE, Mr Ling",0,24,3,56,,Southampton,Seaman,C,1
"HEGARTY, Miss Hanora ""Nora""",1,18,3,6,,Queenstown,,,0
"HEIKKINEN, Miss Laina",1,26,3,7,,Southampton,,,0
"HEININEN, Miss Wendla Maria",1,23,3,7,,Southampton,Servant,,0
"HELLSTR?M, Miss Hilda Maria",1,22,3,8,,Southampton,,C,1
"HENDEKOVIC, Mr Ignjac",0,28,3,7,,Southampton,General Labourer,,0
"HENRIKSSON, Miss Jenny Lovisa",1,28,3,7,,Southampton,Servant,,0
"HENRY, Miss Bridget Delia",1,21,3,7,,Queenstown,,,0
"HIRVONEN, Mrs Helga Elisabeth Lindqvist",1,22,3,12,,Southampton,,15,1
"HIRVONEN, Miss Hildur Elisabeth",1,2,3,12,,Southampton,,15,1
"HOLM, Mr John Fredrik Alexander",0,43,3,6,,Southampton,Farmer,,0
"HOLTHEN, Mr Johan Martin",0,28,3,22,,Southampton,Seaman,,0
"HONKANEN, Miss Eliina",1,27,3,7,,Southampton,,,0
"HORGAN, Mr John",0,22,3,7,,Queenstown,General Labourer,,0
"HOWARD, Miss May Elizabeth",1,27,3,8,,Southampton,Laundry Worker,C,1
"HUMBLEN, Mr Adolf Mathias Nicolai Olsen",0,42,3,7,,Southampton,Farmer,,0
"HYMAN, Mr Abraham Joseph",0,34,3,7,,Southampton,Framer,C,1
"IBRAHIM SHAWAH, Mr Yousseff",0,33,3,14,,Cherbourg,,,0
"ILIEFF, Mr Ylio",0,32,3,7,,Southampton,General Labourer,,0
"ILMAKANGAS, Miss Ida Livija",1,27,3,7,,Southampton,Servant,,0
"ILMAKANGAS, Miss Pieta Sofia",1,25,3,7,,Southampton,Servant,,0
"IVANOFF, Mr Kanio",0,20,3,7,,Southampton,General Labourer,,0
"JABBUR (ZABOUR), Miss Thamine",1,19,3,14,,Cherbourg,Housekeeper,,0
"JABBUR (ZABOUR), Miss Hileni",1,16,3,14,,Cherbourg,Housekeeper,,0
"JAL?EVAC, Mr Ivan",0,29,3,7,,Cherbourg,,15,1
"JANSSON, Mr Carl Olof",0,21,3,7,,Southampton,,A,1
"JARDIM, Mr Jos? Neto",0,21,3,7,,Southampton,General Labourer,,0
"JENSEN, Mr Hans Peder",0,20,3,7,,Southampton,,,0
"JENSEN, Mr Svend Lauritz",0,17,3,7,,Southampton,Farmer,,0
"JENSEN, Mr Niels Peder (""Rasmus"")",0,48,3,7,,Southampton,Farmer,,0
"JERMYN, Miss Annie Jane",1,26,3,7,,Queenstown,,D,1
"JOHANNESEN, Mr Bernt Johannes",0,29,3,8,,Southampton,,13,1
"JOHANSON, Mr Jakob Alfred",0,34,3,6,,Southampton,General Labourer,,0
"JOHANSSON, Mr Nils",0,29,3,7,,Southampton,General Labourer,,0
"JOHANSSON, Mr Erik",0,22,3,7,,Southampton,General Labourer,,0
"JOHANSSON, Mr Gustaf Joel",0,33,3,8,,Southampton,,,0
"JOHANSSON, Mr Karl Johan",0,31,3,7,,Southampton,,,0
"JOHANSSON PALMQUIST, Mr Oskar Leander",0,26,3,7,,Southampton,,15,1
"JOHNSON, Mr Alfred",0,49,3,9999,,Southampton,Seaman,,0
"JOHNSON, Mr William Cahoone Jr.",0,19,3,9999,,Southampton,Seaman,,0
"JOHNSON, Mr Malkolm Joackim",0,33,3,7,,Southampton,General Labourer,,0
"JOHNSON, Mrs Elisabeth Vilhelmina",1,26,3,11,,Southampton,,15,1
"JOHNSON, Master Harold Theodor",0,4,3,11,,Southampton,,15,1
"JOHNSON, Miss Eleanor Ileen",1,1,3,11,,Southampton,,15,1
"JOHNSTON, Mr Andrew Emslie",0,35,3,23,,Southampton,Plumber,,0
"JOHNSTON, Mrs Eliza",1,34,3,23,,Southampton,,,0
"JOHNSTON, Master William Andrew",0,8,3,23,,Southampton,,,0
"JOHNSTON, Miss Catherine Nellie",1,7,3,23,,Southampton,,,0
"JONKOFF, Mr Lalio",0,23,3,7,,Southampton,General Labourer,,0
"JONSSON, Mr Carl",0,25,3,7,,Southampton,General Labourer,15,1
"J?NSSON, Mr Nils Hilding",0,27,3,7,,Southampton,General Labourer,,0
"JOSEPH (SHAHIN), Mr Elias",0,39,3,7,,Cherbourg,,,0
"JUSSILA, Miss Katriina",1,20,3,9,,Southampton,Servant,,0
"JUSSILA, Miss Mari Aina",1,21,3,9,,Southampton,Servant,,0
"JUSSILA, Mr Eiriik",0,32,3,7,,Southampton,,15,1
"KALLIO, Mr Nikolai Erland",0,17,3,7,,Southampton,General Labourer,,0
"KALVIK, Mr Johannes Halvorsen",0,21,3,8,,Southampton,General Labourer,,0
"KARAJIC, Mr Milan",0,30,3,7,,Southampton,General Labourer,,0
"KARLSSON, Mr Einar Gervasius",0,21,3,7,,Southampton,Military,13,1
"KARLSSON, Mr Julius Konrad Eugen",0,33,3,7,,Southampton,Engineer,,0
"KARLSSON, Mr Nils August",0,22,3,7,,Southampton,Farmer,,0
"KARUN, Mr Franz",0,39,3,13,,Cherbourg,Hotelier,15,1
"KARUN, Miss Manca",1,4,3,13,,Cherbourg,,15,1
"KASSEM HOUSSEIN, Mr Fared",0,18,3,7,,Cherbourg,Farmer,,0
"KATAVELOS, Mr Vasilios G.",0,19,3,7,,Cherbourg,Farmer,,0
"KEANE, Mr Andrew ""Andy""",0,23,3,7,,Queenstown,Farm Labourer,,0
"KEEFE, Mr Arthur",0,39,3,7,,Southampton,Farmer,A,1
"KELLY, Mr James",0,19,3,8,,Southampton,Painter & Decorator,,0
"KELLY, Mr James",0,44,3,7,,Queenstown,Farm Labourer,,0
"KELLY, Miss Anna Katherine",1,20,3,7,,Queenstown,,16,1
"KELLY, Miss Mary",1,22,3,7,,Queenstown,,D,1
"KENNEDY, Mr John",0,24,3,7,,Queenstown,Farm Labourer,,0
"KHALIL, Mr Betros",0,25,3,14,,Cherbourg,Farm Labourer,,0
"KHALIL, Mrs Zahie ""Maria""",1,20,3,14,,Cherbourg,Farm Labourer,,0
"KIERNAN, Mr John",0,25,3,7,,Queenstown,General Labourer,,0
"KIERNAN, Mr Philip",0,22,3,7,,Queenstown,General Labourer,,0
"KILGANNON, Mr Thomas",0,22,3,7,,Queenstown,Farm Labourer,,0
"KINK, Mr Anton",0,29,3,22,,Southampton,,2,1
"KINK, Miss Maria",1,22,3,8,,Southampton,,,0
"KINK, Mr Vincenz",0,26,3,8,,Southampton,Magazineer,,0
"KINK-HEILMANN, Mrs Luise",1,26,3,22,,Southampton,,2,1
"KINK-HEILMANN, Miss Luise Gretchen",1,4,3,22,,Southampton,,2,1
"KLAS?N, Mr Klas Albin",0,18,3,7,,Southampton,Farm Labourer,,0
"KLAS?N, Miss Gertrud Emilia",1,1,3,12,,Southampton,,,0
"KLAS?N, Mrs Hulda Kristina Eugenia",1,36,3,12,,Southampton,Housewife,,0
"KRAEFF, Mr Theodor",0,9999,3,7,,Cherbourg,General Labourer,,0
"KREKORIAN, Mr Neshan",0,25,3,7,,Cherbourg,General Labourer,10,1
"KUTSCHER (LITHMAN), Mr Simon",0,26,3,7,,Southampton,Baker,,0
"LAHOUD ISHAQ MOWAD, Mr Sarkis",0,30,3,7,,Cherbourg,General Labourer,,0
"LAITINEN, Miss Kristina Sofia",1,37,3,9,,Southampton,Housekeeper,,0
"LALEFF, Mr Kristo",0,23,3,7,,Southampton,General Labourer,,0
"LAM, Mr Ali",0,38,3,56,,Southampton,Seaman,C,1
"LAM, Mr Len",0,23,3,56,,Southampton,Seaman,,0
"LANDERGREN, Miss Aurora Adelia",1,22,3,7,,Southampton,,13,1
"LANE, Mr Patrick",0,16,3,7,,Queenstown,Farm Labourer,,0
"LANG, Mr Fang",0,32,3,56,,Southampton,Seaman,14,1
"LARSSON, Mr August Viktor",0,29,3,9,,Southampton,General Labourer,,0
"LARSSON, Mr Bengt Edvin",0,29,3,7,,Southampton,General Labourer,,0
"LARSSON-RONDBERG, Mr Edvard A.",0,22,3,7,,Southampton,General Labourer,,0
"LEENI, Mr Fahim (""Philip Zenni"")",0,22,3,7,,Cherbourg,General Labourer,6,1
"LEFEBVRE, Mrs Frances Marie",1,40,3,25,,Southampton,,,0
"LEFEBVRE, Master Henry",0,5,3,25,,Southampton,,,0
"LEFEBVRE, Miss Ida",1,3,3,25,,Southampton,,,0
"LEFEBVRE, Miss Jeannie",1,8,3,25,,Southampton,,,0
"LEFEBVRE, Miss Mathilde",1,12,3,25,,Southampton,,,0
"LEINONEN, Mr Antti Gustaf",0,32,3,7,,Southampton,,,0
"LENNON, Mr Denis",0,20,3,15,,Queenstown,General Labourer,,0
"LEONARD, Mr Lionel",0,36,3,9999,,Southampton,Seaman,,0
"LESTER, Mr James",0,26,3,24,,Southampton,Dipper,,0
"LIEVENS, Mr Ren? Aim?",0,24,3,9,,Southampton,Farmer,,0
"LINDAHL, Miss Agda Thorilda Viktoria",1,25,3,7,,Southampton,,,0
"LINDBLOM, Miss Augusta Charlotta",1,45,3,7,,Southampton,,,0
"LINDELL, Mr Edvard Bengtsson",0,36,3,15,,Southampton,General Labourer,A,1
"LINDELL, Mrs Elin Gerda",1,30,3,15,,Southampton,,A,1
"LINDQVIST, Mr Eino William",0,20,3,7,,Southampton,,15,1
"LINEHAN, Mr Michael",0,21,3,7,,Queenstown,Farm Labourer,,0
"LING, Mr Lee",0,28,3,56,,Southampton,Seaman,,0
"LINHART, Mr Wenzel",0,27,3,9,,Southampton,Baker,,0
"LIVSHIN, Mr David (Abraham Harmer)",0,25,3,7,,Southampton,Jeweller,B,1
"LOBB, Mr William Arthur",0,30,3,16,,Southampton,Engineer,,0
"LOBB, Mrs Cordelia K.",1,26,3,16,,Southampton,,,0
"LOCKYER, Mr Edward Thomas",0,21,3,7,,Southampton,Grocers Assistant,,0
"LOVELL, Mr John Hall (""Henry"")",0,20,3,7,,Southampton,Farmer,,0
"LULIC, Mr Nikola",0,29,3,8,,Southampton,,15,1
"LUNDAHL, Mr Johan Svensson",0,51,3,7,,Southampton,General Labourer,,0
"LUNDSTR?M, Mr Thure Edvin",0,32,3,7,,Southampton,,15,1
"LYMPEROPOULUS, Mr Panagiotis K.",0,30,3,6,,Cherbourg,General Labourer,,0
"LYNTAKOFF, Mr Stanko",0,44,3,7,,Southampton,General Labourer,,0
"MACKAY, Mr George William",0,20,3,7,,Southampton,Butler,,0
"MADIGAN, Miss Margaret ""Maggie""",1,21,3,7,,Queenstown,,15,1
"MADSEN, Mr Fridtjof Arne",0,24,3,7,,Southampton,,13,1
"M?ENP??, Mr Matti Alexanteri",0,22,3,7,,Southampton,,,0
"MAHON, Miss Bridget Delia",1,20,3,7,,Queenstown,,,0
"MAISNER, Mr Simon",0,34,3,8,,Southampton,Tailor,,0
"M?KINEN, Mr Kalle Edvard",0,29,3,7,,Southampton,General Labourer,,0
"MAMEE, Mr Hanna",0,20,3,7,,Cherbourg,,15,1
"MANGAN, Miss Mary",1,32,3,7,,Queenstown,,,0
"MANNION, Miss Margaret",1,28,3,7,,Queenstown,,16,1
"MARDIROSIAN, Mr Sarkis",0,25,3,7,,Cherbourg,Farm Labourer,,0
"MARINKO, Mr Dmitri",0,23,3,7,,Southampton,,,0
"MARKOFF, Mr Marin",0,35,3,7,,Southampton,General Labourer,,0
"MARKUN, Mr Johann",0,33,3,7,,Cherbourg,General Labourer,,0
"MATINOFF, Mr Nicola",0,30,3,7,,Cherbourg,,,0
"MCCARTHY, Miss Catherine ""Katie""",1,24,3,7,,Queenstown,,15,1
"MCCORMACK, Mr Thomas Joseph",0,19,3,7,,Queenstown,Barman,,0
"MCCOY, Miss Agnes",1,29,3,23,,Queenstown,,16,1
"MCCOY, Miss Alicia",1,26,3,23,,Queenstown,,16,1
"MCCOY, Mr Bernard",0,24,3,23,,Queenstown,General Labourer,16,1
"MCDERMOTT, Miss Bridget Delia",1,31,3,7,,Queenstown,,13,1
"MCEVOY, Mr Michael",0,19,3,15,,Queenstown,Farm Labourer,,0
"MCGOVERN, Ms Mary",0,22,3,7,,Queenstown,,13,1
"MCGOWAN, Miss Katherine",1,42,3,7,,Queenstown,,,0
"MCGOWAN, Miss Anna ""Annie""",1,17,3,8,,Queenstown,,,0
"MCMAHON, Mr Martin",0,20,3,7,,Queenstown,Farm Labourer,,0
"MCNAMEE, Mr Neal",0,27,3,16,,Southampton,Provision Manager,,0
"MCNAMEE, Mrs Eileen",1,19,3,16,,Southampton,,,0
"MCNEILL, Miss Bridget",1,27,3,7,,Queenstown,,,0
"MEANWELL, Mrs Marian",1,63,3,8,,Southampton,Milliner,,0
"MEEHON, Mr John",0,22,3,7,,Queenstown,General Labourer,,0
"MEEK, Mrs Annie Louise Rowley",1,31,3,8,,Southampton,,,0
"MEO (MARTINO), Mr Alfonzo",0,48,3,8,,Southampton,Musician,,0
"MERNAGH, Mr Robert",0,28,3,7,,Queenstown,Farm Labourer,,0
"MIDTSJ?, Mr Karl Albert",0,21,3,7,,Southampton,Farmer,15,1
"MIHOFF, Mr Stoytcho",0,28,3,7,,Southampton,General Labourer,,0
"MILES, Mr Frank",0,23,3,8,,Southampton,Engineer,,0
"MINEFF, Mr Ivan",0,24,3,7,,Southampton,General Labourer,,0
"MINKOFF, Mr Lazar",0,21,3,7,,Southampton,General Labourer,,0
"MITKOFF, Mr Mito",0,23,3,7,,Southampton,General Labourer,,0
"MOCKLER, Miss Ellen Mary",1,23,3,7,,Queenstown,,16,1
"MOEN, Mr Sigurd Hansen",0,27,3,7,,Southampton,Carpenter / Joiner,,0
"MOOR, Mrs Beila",1,29,3,12,,Southampton,Tailor,14,1
"MOOR, Master Meier",0,7,3,12,,Southampton,,14,1
"MOORE, Mr Leonard Charles",0,19,3,8,,Southampton,Bricklayer,,0
"MORAN, Miss Bertha Bridget",1,28,3,24,,Queenstown,,16,1
"MORAN, Mr Daniel James",0,27,3,24,,Queenstown,General Labourer,,0
"MORLEY, Mr William",0,34,3,8,,Southampton,Carpenter / Joiner,,0
"MORROW, Mr Thomas Rowan",0,30,3,7,,Queenstown,General Labourer,,0
"MOSS, Mr Albert Johan",0,29,3,7,,Southampton,,B,1
"MOUBAREK, Mrs Omine",1,24,3,15,,Cherbourg,,C,1
"MOUBAREK, Master Gerios (""George _"")",0,7,3,15,,Cherbourg,,C,1
"MOUBAREK, Master Halim Gonios (""William George"")",0,4,3,15,,Cherbourg,,C,1
"MOUSSA, Mrs Mantoura Boulos",1,35,3,7,,Cherbourg,Housewife,,0
"MOUSSELMANI, Mrs Fatima",1,22,3,7,,Cherbourg,,C,1
"MOUTAL, Mr Rahamin Haim",0,28,3,8,,Southampton,Traveller,,0
"MULLEN, Miss Katherine ""Katie""",1,21,3,7,,Queenstown,,16,1
"MULLIN, Miss Mary (_Lennon)",1,18,3,15,,Queenstown,,,0
"MULVIHILL, Miss Bridget Elizabeth",1,25,3,7,,Queenstown,,15,1
"MURDLIN, Mr Joseph",0,22,3,8,,Southampton,Chemist,,0
"MURPHY, Miss Nora",1,34,3,15,,Queenstown,,16,1
